user_id,Username,anime_id,Anime Title,rating
1519,wretchedx,199,Sen to Chihiro no Kamikakushi,7
1519,wretchedx,27,Trinity Blood,8
2211,Synn,889,Black Lagoon,8
2211,Synn,269,Bleach,10
2211,Synn,1575,Code Geass: Hangyaku no Lelouch,9
2211,Synn,1482,D.Gray-man,7
2211,Synn,1535,Death Note,9
2211,Synn,121,Fullmetal Alchemist,7
2211,Synn,1735,Naruto: Shippuuden,7
2211,Synn,30,Neon Genesis Evangelion,8
2211,Synn,849,Suzumiya Haruhi no Yuuutsu,7
2211,Synn,873,.hack//Roots,9
2211,Synn,48,.hack//Sign,7
2211,Synn,298,.hack//Tasogare no Udewa Densetsu,7
2211,Synn,762,Bleach: Memories in the Rain,9
2211,Synn,834,Bleach: The Sealed Sword Frenzy,10
2211,Synn,356,Fate/stay night,10
2211,Synn,205,Samurai Champloo,10
2211,Synn,355,Shakugan no Shana,9
2211,Synn,174,Tenjou Tenge,9
2211,Synn,27,Trinity Blood,10
2211,Synn,150,Blood+,7
2211,Synn,226,Elfen Lied,7
2211,Synn,71,Full Metal Panic!,6
2211,Synn,368,Bible Black,2
2211,Synn,20,Naruto,6
2297,Yakito-chan,103,Akazukin Chacha,7
2297,Yakito-chan,112,Chou Henshin Cosprayers,5
2297,Yakito-chan,120,Fruits Basket,8
2297,Yakito-chan,122,Full Moon wo Sagashite,10
2297,Yakito-chan,74,Gakuen Alice,10
2297,Yakito-chan,142,Kamikaze Kaitou Jeanne,10
2297,Yakito-chan,990,Kamisama Kazoku,7
2297,Yakito-chan,189,Love Hina,7
2297,Yakito-chan,190,Love Hina Again,9
2297,Yakito-chan,98,Mai-HiME,8
2297,Yakito-chan,853,Ouran Koukou Host Club,9
2297,Yakito-chan,907,Princess Princess,6
2297,Yakito-chan,721,Princess Tutu,10
2297,Yakito-chan,199,Sen to Chihiro no Kamikakushi,10
2297,Yakito-chan,687,Tokyo Mew Mew,9
2341,Sunegami,2508,Genshiken 2,9
2341,Sunegami,940,Inukami!,8
2341,Sunegami,90,Shin Kidou Senki Gundam Wing,9
2341,Sunegami,57,Beck,9
2341,Sunegami,1,Cowboy Bebop,9
2341,Sunegami,5,Cowboy Bebop: Tengoku no Tobira,9
2341,Sunegami,317,Final Fantasy VII: Advent Children,9
2341,Sunegami,240,Genshiken,9
2341,Sunegami,1813,Genshiken OVA,8
2341,Sunegami,621,Night Walker: Mayonaka no Tantei,8
2341,Sunegami,91,Shin Kidou Senki Gundam Wing: Endless Waltz,9
2341,Sunegami,11757,Sword Art Online,9
2341,Sunegami,6758,Tatakau Shisho: The Book of Bantorra,9
2341,Sunegami,543,Vampire Hunter D (2000),9
2341,Sunegami,121,Fullmetal Alchemist,9
2341,Sunegami,96,Kidou Butouden G Gundam,7
2341,Sunegami,169,Shingetsutan Tsukihime,8
2341,Sunegami,72,Full Metal Panic? Fumoffu,8
2377,RaVeN,3841,Chi's Sweet Home,6
2377,RaVeN,3655,Nabari no Ou,9
2377,RaVeN,21,One Piece,10
2377,RaVeN,2966,Ookami to Koushinryou,8
2377,RaVeN,856,Utawarerumono,7
2377,RaVeN,101,Air,6
2377,RaVeN,857,Air Gear,8
2377,RaVeN,283,Akage no Anne,6
2377,RaVeN,1640,Angel's Feather,5
2377,RaVeN,1051,Ao no 6-gou,6
2377,RaVeN,7647,Arakawa Under the Bridge,8
2434,sheepsmating,269,Bleach,8
2434,sheepsmating,1735,Naruto: Shippuuden,10
2434,sheepsmating,21,One Piece,10
2434,sheepsmating,22,Tennis no Ouji-sama,9
2434,sheepsmating,68,Black Cat (TV),10
2434,sheepsmating,1535,Death Note,7
2434,sheepsmating,121,Fullmetal Alchemist,10
2434,sheepsmating,908,Fullmetal Alchemist: Premium Collection,9
2434,sheepsmating,263,Hajime no Ippo,10
2434,sheepsmating,20,Naruto,9
2434,sheepsmating,2404,Zombie-Loan,7
2675,zenithyoda,269,Bleach,9
2675,zenithyoda,1689,Byousoku 5 Centimeter,10
2675,zenithyoda,1575,Code Geass: Hangyaku no Lelouch,10
2675,zenithyoda,1535,Death Note,10
2675,zenithyoda,5114,Fullmetal Alchemist: Brotherhood,10
2675,zenithyoda,1813,Genshiken OVA,8
2675,zenithyoda,16,Hachimitsu to Clover,7
2675,zenithyoda,777,Hellsing Ultimate,10
2675,zenithyoda,1530,Kanon (2006),9
2675,zenithyoda,1735,Naruto: Shippuuden,10
2675,zenithyoda,150,Blood+,8
2675,zenithyoda,121,Fullmetal Alchemist,9
2675,zenithyoda,240,Genshiken,7
2675,zenithyoda,20,Naruto,9
2675,zenithyoda,16498,Shingeki no Kyojin,10
2675,zenithyoda,849,Suzumiya Haruhi no Yuuutsu,9
2675,zenithyoda,28,Yakitate!! Japan,7
2982,Ryo-,873,.hack//Roots,5
2982,Ryo-,101,Air,3
2982,Ryo-,109,Bakuretsu Tenshi,8
2982,Ryo-,68,Black Cat (TV),6
2982,Ryo-,269,Bleach,9
2982,Ryo-,1222,Bokura ga Ita,5
2982,Ryo-,357,Bokusatsu Tenshi Dokuro-chan,6
2982,Ryo-,1482,D.Gray-man,7
2982,Ryo-,132,GetBackers,7
2982,Ryo-,587,Hanbun no Tsuki ga Noboru Sora,5
2982,Ryo-,940,Inukami!,4
2982,Ryo-,102,Aishiteruze Baby★★,8
2982,Ryo-,232,Cardcaptor Sakura,7
2982,Ryo-,120,Fruits Basket,7
2982,Ryo-,1115,Handsome Girl,4
3242,KIN_,1535,Death Note,8
3242,KIN_,54,Appleseed (Movie),7
3242,KIN_,1,Cowboy Bebop,8
3242,KIN_,790,Ergo Proxy,9
3242,KIN_,468,Innocence,8
3242,KIN_,43,Koukaku Kidoutai,6
3242,KIN_,467,Koukaku Kidoutai: Stand Alone Complex,8
3242,KIN_,1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,7
3242,KIN_,801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8
3242,KIN_,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,10
3242,KIN_,205,Samurai Champloo,9
3544,AustXilo,168,s.CRY.ed,7
3544,AustXilo,7,Witch Hunter Robin,5
3544,AustXilo,857,Air Gear,8
3544,AustXilo,1,Cowboy Bebop,8
3544,AustXilo,5,Cowboy Bebop: Tengoku no Tobira,9
3544,AustXilo,227,FLCL,10
3544,AustXilo,120,Fruits Basket,7
3544,AustXilo,121,Fullmetal Alchemist,10
3544,AustXilo,908,Fullmetal Alchemist: Premium Collection,6
3544,AustXilo,165,RahXephon,10
3544,AustXilo,400,Seihou Bukyou Outlaw Star,9
3544,AustXilo,6,Trigun,9
3544,AustXilo,202,Wolf's Rain,10
3544,AustXilo,1023,Wolf's Rain OVA,10
3544,AustXilo,392,Yuu☆Yuu☆Hakusho,7
3746,ralez,9919,Ao no Exorcist,5
3746,ralez,10447,Aquarion Evol,5
3746,ralez,11843,Danshi Koukousei no Nichijou,9
3746,ralez,1361,Final Fantasy: The Spirits Within,2
3746,ralez,8536,Fortune Arterial: Akai Yakusoku,6
3746,ralez,10793,Guilty Crown,6
3746,ralez,15809,Hataraku Maou-sama!,9
3746,ralez,25159,Inou-Battle wa Nichijou-kei no Naka de,8
3746,ralez,8841,Kore wa Zombie desu ka?,8
3746,ralez,10790,Kore wa Zombie desu ka? of the Dead,7
3746,ralez,15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,9
3746,ralez,20,Naruto,8
3746,ralez,10165,Nichijou,8
3746,ralez,19815,No Game No Life,9
3746,ralez,2993,Rosario to Vampire,3
3746,ralez,10687,Saint Seiya: Legend of Sanctuary,8
3746,ralez,20847,Seitokai Yakuindomo*,9
3746,ralez,19775,Sidonia no Kishi,8
3746,ralez,12857,Star Driver the Movie,5
3746,ralez,11757,Sword Art Online,6
3746,ralez,2001,Tengen Toppa Gurren Lagann,10
3746,ralez,25157,Trinity Seven,7
3746,ralez,9367,Freezing,5
4023,Rowan,104,Ayashi no Ceres,5
4023,Rowan,61,D.N.Angel,8
4023,Rowan,1535,Death Note,10
4023,Rowan,393,Escaflowne,5
4023,Rowan,120,Fruits Basket,10
4023,Rowan,121,Fullmetal Alchemist,10
4023,Rowan,164,Mononoke Hime,5
4023,Rowan,853,Ouran Koukou Host Club,10
4023,Rowan,199,Sen to Chihiro no Kamikakushi,6
4023,Rowan,447,Weiß Kreuz,10
4023,Rowan,553,Yami no Matsuei,5
4023,Rowan,249,InuYasha,7
4023,Rowan,341,Spiral: Suiri no Kizuna,7
4023,Rowan,202,Wolf's Rain,7
4023,Rowan,205,Samurai Champloo,5
4023,Rowan,27,Trinity Blood,5
4255,ShiftingSilence,227,FLCL,5
4255,ShiftingSilence,71,Full Metal Panic!,7
4255,ShiftingSilence,1735,Naruto: Shippuuden,9
4255,ShiftingSilence,90,Shin Kidou Senki Gundam Wing,7
4255,ShiftingSilence,1,Cowboy Bebop,8
4255,ShiftingSilence,121,Fullmetal Alchemist,10
4255,ShiftingSilence,430,Fullmetal Alchemist: The Conqueror of Shamballa,5
4255,ShiftingSilence,237,Koukyoushihen Eureka Seven,9
4255,ShiftingSilence,1631,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,7
4255,ShiftingSilence,20,Naruto,8
4255,ShiftingSilence,1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,7
4255,ShiftingSilence,594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,8
4255,ShiftingSilence,400,Seihou Bukyou Outlaw Star,7
4631,NeXTioNN,269,Bleach,9
4631,NeXTioNN,5028,Major S5,7
4631,NeXTioNN,1735,Naruto: Shippuuden,7
4631,NeXTioNN,21,One Piece,10
4631,NeXTioNN,2167,Clannad,7
4631,NeXTioNN,4181,Clannad: After Story,9
4631,NeXTioNN,1575,Code Geass: Hangyaku no Lelouch,9
4631,NeXTioNN,2904,Code Geass: Hangyaku no Lelouch R2,9
4631,NeXTioNN,121,Fullmetal Alchemist,7
4631,NeXTioNN,245,Great Teacher Onizuka,9
4631,NeXTioNN,263,Hajime no Ippo,8
4631,NeXTioNN,264,Hajime no Ippo: Champion Road,7
4631,NeXTioNN,877,Nana,8
4631,NeXTioNN,20,Naruto,8
4631,NeXTioNN,853,Ouran Koukou Host Club,9
4631,NeXTioNN,4722,Skip Beat!,10
4631,NeXTioNN,2001,Tengen Toppa Gurren Lagann,10
4631,NeXTioNN,4224,Toradora!,7
4906,SlinkyABC,55,Arc the Lad,8
4906,SlinkyABC,1,Cowboy Bebop,6
4906,SlinkyABC,122,Full Moon wo Sagashite,10
4906,SlinkyABC,245,Great Teacher Onizuka,9
4906,SlinkyABC,136,Hunter x Hunter,10
4906,SlinkyABC,138,Hunter x Hunter: Greed Island,10
4906,SlinkyABC,137,Hunter x Hunter: Original Video Animation,10
4906,SlinkyABC,1486,Kodomo no Omocha (TV),10
4906,SlinkyABC,19,Monster,10
4906,SlinkyABC,1699,Romeo x Juliet,8
5053,Neoner,399,Seikai no Senki Special,9
5053,Neoner,239,Gankutsuou,10
5053,Neoner,30,Neon Genesis Evangelion,10
5053,Neoner,31,Neon Genesis Evangelion: Death & Rebirth,8
5053,Neoner,32,Neon Genesis Evangelion: The End of Evangelion,8
5053,Neoner,1124,Seikai no Danshou: Tanjou,8
5053,Neoner,290,Seikai no Monshou,7
5053,Neoner,1381,Seikai no Monshou Special,8
5053,Neoner,396,Seikai no Senki,9
5053,Neoner,397,Seikai no Senki II,8
5053,Neoner,398,Seikai no Senki III,8
5360,Skaray,857,Air Gear,8
5360,Skaray,225,Dragon Ball GT,5
5360,Skaray,430,Fullmetal Alchemist: The Conqueror of Shamballa,9
5360,Skaray,136,Hunter x Hunter,10
5360,Skaray,139,Hunter x Hunter: Greed Island Final,10
5360,Skaray,137,Hunter x Hunter: Original Video Animation,10
5360,Skaray,99,Mai-Otome,9
5360,Skaray,323,Mousou Dairinin,7
5360,Skaray,1698,Nodame Cantabile,10
5360,Skaray,550,Yu☆Gi☆Oh!,7
5663,orolo,20,Naruto,8
5663,orolo,21,One Piece,8
5663,orolo,48,.hack//Sign,7
5663,orolo,232,Cardcaptor Sakura,8
5663,orolo,371,Cardcaptor Sakura Movie 1,6
5663,orolo,372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,7
5663,orolo,1,Cowboy Bebop,10
5663,orolo,5,Cowboy Bebop: Tengoku no Tobira,9
5663,orolo,393,Escaflowne,4
5663,orolo,121,Fullmetal Alchemist,9
5663,orolo,430,Fullmetal Alchemist: The Conqueror of Shamballa,6
5663,orolo,30,Neon Genesis Evangelion,10
5663,orolo,32,Neon Genesis Evangelion: The End of Evangelion,10
5663,orolo,1210,NHK ni Youkoso!,8
5663,orolo,165,RahXephon,4
5663,orolo,559,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,3
5663,orolo,758,RahXephon: Tagen Hensoukyoku,6
5663,orolo,182,Tenkuu no Escaflowne,10
5663,orolo,177,Tsubasa Chronicle,5
5663,orolo,969,Tsubasa Chronicle 2nd Season,5
5663,orolo,807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,4
5719,aciddevil,2163,AIKa R-16: Virgin Mission,8
5719,aciddevil,2212,Bakuretsu Tenshi: Infinity Special,9
5719,aciddevil,2142,Blue Dragon,9
5719,aciddevil,1219,Chocotto Sister,6
5719,aciddevil,1818,Claymore,10
5719,aciddevil,1575,Code Geass: Hangyaku no Lelouch,9
5719,aciddevil,2564,Code-E,8
5719,aciddevil,1693,Reideen,8
5719,aciddevil,1557,Shounen Onmyouji,8
5719,aciddevil,1562,Yamato Nadeshiko Shichihenge♥,9
5719,aciddevil,1535,Death Note,10
5785,Kinezumi,269,Bleach,9
5785,Kinezumi,1735,Naruto: Shippuuden,8
5785,Kinezumi,21,One Piece,8
5785,Kinezumi,357,Bokusatsu Tenshi Dokuro-chan,5
5785,Kinezumi,1535,Death Note,10
5785,Kinezumi,226,Elfen Lied,9
5785,Kinezumi,133,Green Green,4
5785,Kinezumi,270,Hellsing,7
5785,Kinezumi,248,Ichigo 100%,3
5785,Kinezumi,20,Naruto,6
5785,Kinezumi,2148,Okane ga Nai,5
5785,Kinezumi,45,Rurouni Kenshin: Meiji Kenkaku Romantan,7
5785,Kinezumi,205,Samurai Champloo,8
5785,Kinezumi,6,Trigun,8
5785,Kinezumi,232,Cardcaptor Sakura,4
6134,SaRoX,1818,Claymore,8
6134,SaRoX,1535,Death Note,9
6134,SaRoX,121,Fullmetal Alchemist,8
6134,SaRoX,940,Inukami!,7
6134,SaRoX,1519,Black Lagoon: The Second Barrage,6
6134,SaRoX,1,Cowboy Bebop,9
6134,SaRoX,431,Howl no Ugoku Shiro,9
6134,SaRoX,164,Mononoke Hime,8
6134,SaRoX,205,Samurai Champloo,9
6134,SaRoX,849,Suzumiya Haruhi no Yuuutsu,7
6277,MistySteele,1346,AD Police,8
6277,MistySteele,54,Appleseed (Movie),7
6277,MistySteele,492,Armitage III: Dual-Matrix,5
6277,MistySteele,493,Armitage III: Poly-Matrix,9
6277,MistySteele,66,Azumanga Daiou The Animation,9
6277,MistySteele,1347,Bubblegum Crisis,8
6277,MistySteele,1016,Gunnm,8
6277,MistySteele,431,Howl no Ugoku Shiro,9
6277,MistySteele,572,Kaze no Tani no Nausicaä,8
6277,MistySteele,597,Neko no Ongaeshi,8
6277,MistySteele,199,Sen to Chihiro no Kamikakushi,10
6277,MistySteele,339,Serial Experiments Lain,10
6277,MistySteele,513,Tenkuu no Shiro Laputa,8
6291,Sithspawn,1818,Claymore,10
6291,Sithspawn,2026,Hayate no Gotoku!,8
6291,Sithspawn,21,One Piece,10
6291,Sithspawn,2001,Tengen Toppa Gurren Lagann,8
6291,Sithspawn,857,Air Gear,8
6291,Sithspawn,225,Dragon Ball GT,7
6291,Sithspawn,813,Dragon Ball Z,8
6291,Sithspawn,45,Rurouni Kenshin: Meiji Kenkaku Romantan,9
6291,Sithspawn,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7
6291,Sithspawn,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8
6291,Sithspawn,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8
6329,zynon,908,Fullmetal Alchemist: Premium Collection,9
6329,zynon,23289,Gekkan Shoujo Nozaki-kun,10
6329,zynon,1571,Ghost Hunt,7
6329,zynon,32281,Kimi no Na wa.,9
6329,zynon,585,Mimi wo Sumaseba,10
6329,zynon,853,Ouran Koukou Host Club,10
6329,zynon,33926,Quanzhi Gaoshou,9
6329,zynon,37078,Quanzhi Gaoshou Specials,9
6329,zynon,407,Tantei Gakuen Q,10
6329,zynon,37430,Tensei shitara Slime Datta Ken,10
6343,SOBER_r-b_kid,7,Witch Hunter Robin,7
6343,SOBER_r-b_kid,202,Wolf's Rain,7
6343,SOBER_r-b_kid,530,Bishoujo Senshi Sailor Moon,5
6343,SOBER_r-b_kid,249,InuYasha,7
6343,SOBER_r-b_kid,232,Cardcaptor Sakura,5
6343,SOBER_r-b_kid,59,Chobits,6
6343,SOBER_r-b_kid,61,D.N.Angel,7
6343,SOBER_r-b_kid,1535,Death Note,8
6343,SOBER_r-b_kid,135,Hikaru no Go,7
6343,SOBER_r-b_kid,22,Tennis no Ouji-sama,7
6488,Raios,269,Bleach,8
6488,Raios,1726,Devil May Cry,7
6488,Raios,777,Hellsing Ultimate,9
6488,Raios,1535,Death Note,10
6488,Raios,223,Dragon Ball,7
6488,Raios,813,Dragon Ball Z,7
6488,Raios,226,Elfen Lied,7
6488,Raios,121,Fullmetal Alchemist,10
6488,Raios,908,Fullmetal Alchemist: Premium Collection,8
6488,Raios,430,Fullmetal Alchemist: The Conqueror of Shamballa,7
6488,Raios,270,Hellsing,5
6488,Raios,33,Kenpuu Denki Berserk,7
6488,Raios,20,Naruto,8
6488,Raios,168,s.CRY.ed,6
6488,Raios,202,Wolf's Rain,7
6488,Raios,1023,Wolf's Rain OVA,9
6488,Raios,882,Yuu☆Yuu☆Hakusho (Movie),5
6488,Raios,19,Monster,6
6488,Raios,392,Yuu☆Yuu☆Hakusho,8
6617,misaky,68,Black Cat (TV),10
6617,misaky,150,Blood+,9
6617,misaky,61,D.N.Angel,7
6617,misaky,132,GetBackers,10
6617,misaky,645,Hikaru no Go: Hokuto Hai e no Michi,9
6617,misaky,136,Hunter x Hunter,9
6617,misaky,93,Kidou Senshi Gundam SEED,10
6617,misaky,251,Kyou kara Maou!,10
6617,misaky,853,Ouran Koukou Host Club,10
6617,misaky,177,Tsubasa Chronicle,9
7124,AdventChaos,150,Blood+,9
7124,AdventChaos,1726,Devil May Cry,10
7124,AdventChaos,2034,Lovely★Complex,8
7124,AdventChaos,1887,Lucky☆Star,10
7124,AdventChaos,121,Fullmetal Alchemist,10
7124,AdventChaos,908,Fullmetal Alchemist: Premium Collection,10
7124,AdventChaos,664,Fullmetal Alchemist: Reflections,8
7124,AdventChaos,430,Fullmetal Alchemist: The Conqueror of Shamballa,10
7124,AdventChaos,270,Hellsing,5
7124,AdventChaos,237,Koukyoushihen Eureka Seven,10
7124,AdventChaos,849,Suzumiya Haruhi no Yuuutsu,10
7124,AdventChaos,1195,Zero no Tsukaima,9
7124,AdventChaos,777,Hellsing Ultimate,8
7124,AdventChaos,1840,Zero no Tsukaima: Futatsuki no Kishi,9
7132,kakemann,1689,Byousoku 5 Centimeter,10
7132,kakemann,72,Full Metal Panic? Fumoffu,8
7132,kakemann,189,Love Hina,7
7132,kakemann,190,Love Hina Again,6
7132,kakemann,191,Love Hina Christmas Special: Silent Eve,6
7132,kakemann,192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7
7132,kakemann,30,Neon Genesis Evangelion,10
7132,kakemann,31,Neon Genesis Evangelion: Death & Rebirth,7
7132,kakemann,32,Neon Genesis Evangelion: The End of Evangelion,8
7132,kakemann,849,Suzumiya Haruhi no Yuuutsu,9
7749,sparky,1678,Cyborg 009: The Cyborg Soldier,3
7749,sparky,813,Dragon Ball Z,4
7749,sparky,516,Keroro Gunsou,5
7749,sparky,335,Matantei Loki Ragnarok,4
7749,sparky,2747,Tetsuwan Atom,8
7749,sparky,32998,91 Days,10
7749,sparky,4970,Afro Samurai: Resurrection,10
7749,sparky,6547,Angel Beats!,10
7749,sparky,11111,Another,10
7749,sparky,9919,Ao no Exorcist,1
7749,sparky,6347,Baka to Test to Shoukanjuu,10
7749,sparky,1520,Black Jack,10
7749,sparky,10163,C: The Money of Soul and Possibility Control,10
7749,sparky,812,Chikyuu Shoujo Arjuna,5
7749,sparky,60,Chrno Crusade,10
7749,sparky,8142,Colorful (Movie),10
7749,sparky,1482,D.Gray-man,4
7767,Riyu,1889,Higurashi no Naku Koro ni Kai,9
7767,Riyu,2963,Minami-ke,8
7767,Riyu,2605,Sayonara Zetsubou Sensei,10
7767,Riyu,1535,Death Note,10
7767,Riyu,120,Fruits Basket,7
7767,Riyu,16,Hachimitsu to Clover,9
7767,Riyu,1142,Hachimitsu to Clover II,8
7767,Riyu,934,Higurashi no Naku Koro ni,9
7767,Riyu,853,Ouran Koukou Host Club,9
7767,Riyu,417,Ragnarök The Animation,7
7767,Riyu,849,Suzumiya Haruhi no Yuuutsu,9
7767,Riyu,2001,Tengen Toppa Gurren Lagann,10
7767,Riyu,156,X,8
7767,Riyu,1575,Code Geass: Hangyaku no Lelouch,8
7767,Riyu,2985,Majin Tantei Nougami Neuro,9
7767,Riyu,2034,Lovely★Complex,7
7847,MKE,27,Trinity Blood,7
7847,MKE,49,Aa! Megami-sama!,6
7847,MKE,47,Akira,7
7847,MKE,60,Chrno Crusade,8
7847,MKE,1535,Death Note,10
7847,MKE,226,Elfen Lied,8
7847,MKE,376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7
7847,MKE,589,Ginga Nagareboshi Gin,9
7847,MKE,387,Haibane Renmei,10
7847,MKE,578,Hotaru no Haka,8
7847,MKE,431,Howl no Ugoku Shiro,10
7847,MKE,617,Juubee Ninpuuchou,6
7847,MKE,97,Last Exile,9
7847,MKE,30,Neon Genesis Evangelion,10
7847,MKE,31,Neon Genesis Evangelion: Death & Rebirth,9
7847,MKE,32,Neon Genesis Evangelion: The End of Evangelion,9
7847,MKE,199,Sen to Chihiro no Kamikakushi,9
7847,MKE,339,Serial Experiments Lain,8
7847,MKE,182,Tenkuu no Escaflowne,9
7847,MKE,356,Fate/stay night,6
7847,MKE,227,FLCL,5
7847,MKE,228,Jigoku Shoujo,3
7910,plutoisaplanet72,269,Bleach,10
7910,plutoisaplanet72,1735,Naruto: Shippuuden,9
7910,plutoisaplanet72,1575,Code Geass: Hangyaku no Lelouch,10
7910,plutoisaplanet72,2904,Code Geass: Hangyaku no Lelouch R2,10
7910,plutoisaplanet72,1535,Death Note,10
7910,plutoisaplanet72,225,Dragon Ball GT,7
7910,plutoisaplanet72,30694,Dragon Ball Super,8
7910,plutoisaplanet72,813,Dragon Ball Z,9
7910,plutoisaplanet72,121,Fullmetal Alchemist,10
7910,plutoisaplanet72,135,Hikaru no Go,10
7910,plutoisaplanet72,11061,Hunter x Hunter (2011),10
7910,plutoisaplanet72,32281,Kimi no Na wa.,10
7910,plutoisaplanet72,18115,Magi: The Kingdom of Magic,9
7910,plutoisaplanet72,19,Monster,8
7910,plutoisaplanet72,20,Naruto,8
7910,plutoisaplanet72,1698,Nodame Cantabile,9
7910,plutoisaplanet72,30276,One Punch Man,10
7910,plutoisaplanet72,853,Ouran Koukou Host Club,10
7910,plutoisaplanet72,45,Rurouni Kenshin: Meiji Kenkaku Romantan,10
7910,plutoisaplanet72,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,10
7910,plutoisaplanet72,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,10
7910,plutoisaplanet72,1559,Shijou Saikyou no Deshi Kenichi,9
7910,plutoisaplanet72,390,Suzuka,10
7910,plutoisaplanet72,523,Tonari no Totoro,10
7974,kimarysin,269,Bleach,10
7974,kimarysin,1735,Naruto: Shippuuden,10
7974,kimarysin,21,One Piece,10
7974,kimarysin,7079,Ookamikakushi,10
7974,kimarysin,2986,Bamboo Blade,10
7974,kimarysin,4975,ChäoS;HEAd,10
7974,kimarysin,2904,Code Geass: Hangyaku no Lelouch R2,10
7974,kimarysin,2952,Final Fantasy VII: Advent Children Complete,10
7974,kimarysin,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,10
7974,kimarysin,2581,Kidou Senshi Gundam 00,10
7974,kimarysin,3927,Kidou Senshi Gundam 00 Second Season,10
7974,kimarysin,2787,Shakugan no Shana II (Second),10
7974,kimarysin,2596,Shinreigari,10
7974,kimarysin,3588,Soul Eater,10
7974,kimarysin,3457,Vampire Knight,10
7974,kimarysin,4752,Vampire Knight Guilty,10
7974,kimarysin,5525,07-Ghost,10
7974,kimarysin,4981,Casshern Sins,10
7974,kimarysin,4186,Chrome Shelled Regios,10
7974,kimarysin,3713,Jigoku Shoujo Mitsuganae,10
